index,Date,US_Dollar,Pound_Sterling,Euro,Japanese_Yen
1032,24-04-2018,66.36,92.5089,81.0548,60.98
1031,25-04-2018,66.7,93.1375,81.4253,61.12
1030,26-04-2018,66.83,93.1676,81.3788,61.12
1029,27-04-2018,66.78,92.8911,80.7438,61.08
1028,02-05-2018,66.66,90.6625,80.0097,60.71
1027,03-05-2018,66.61,90.602,79.8579,60.79
1026,04-05-2018,66.77,90.5843,79.9682,61.17
1025,07-05-2018,67.11,90.8481,80.1179,61.44
1024,08-05-2018,67.08,91.1361,80.0074,61.56
1023,09-05-2018,67.38,91.0863,79.746,61.49
1022,10-05-2018,67.38,91.3856,79.8908,61.34
1021,11-05-2018,67.22,90.8751,80.0863,61.43
1020,14-05-2018,67.32,91.2459,80.5091,61.54
1019,15-05-2018,67.53,91.488,80.5281,61.44
1018,16-05-2018,67.83,91.6826,80.2943,61.52
1017,17-05-2018,67.72,91.6463,79.8909,61.28
1016,18-05-2018,67.96,91.8788,80.2784,61.31
1015,21-05-2018,68.09,91.4085,79.9289,61.15
1014,22-05-2018,68.02,91.2471,80.0716,61.25
1013,23-05-2018,68.21,91.4271,80.24,61.74
1012,24-05-2018,68.39,91.4405,80.143,62.4
1011,25-05-2018,68.26,91.2158,79.8847,62.38
1010,28-05-2018,67.44,89.888,79.0027,61.57
1009,29-05-2018,67.82,90.1668,78.6984,62.27
1008,30-05-2018,67.63,89.7028,78.1992,62.21
1007,31-05-2018,67.45,89.7929,78.7914,62.04
1006,01-06-2018,67.18,89.1397,78.4104,61.56
1005,04-06-2018,67.05,89.6181,78.3597,61.14
1004,05-06-2018,67.18,89.4292,78.5394,61.14
1003,06-06-2018,67.04,89.9472,78.6778,61.02
1002,07-06-2018,67.02,90.0455,79.1015,60.91
1001,08-06-2018,67.52,90.6021,79.5824,61.6
1000,11-06-2018,67.34,90.3707,79.523,61.24
999,12-06-2018,67.46,90.062,79.3498,61.1
998,13-06-2018,67.63,90.3336,79.3919,61.15
997,14-06-2018,67.69,90.6809,79.9254,61.52
996,15-06-2018,67.97,89.9974,78.605,61.34
995,18-06-2018,68.02,90.2485,78.8543,61.55
994,19-06-2018,68.15,90.3071,79.1575,62.19
993,20-06-2018,68.08,89.5983,78.8274,61.82
992,21-06-2018,68.2,89.581,78.7925,61.61
991,22-06-2018,67.77,89.9572,78.8566,61.61
990,25-06-2018,68.15,90.2738,79.3499,62.27
989,26-06-2018,68.17,90.472,79.7425,62.17
988,27-06-2018,68.52,90.6032,79.8654,62.36
987,28-06-2018,68.94,90.2134,79.6382,62.53
986,29-06-2018,68.58,89.9296,79.8491,62.02
985,02-07-2018,68.62,90.431,79.9592,62.0
984,03-07-2018,68.69,90.3457,80.0211,61.91
983,04-07-2018,68.53,90.5229,80.0239,62.09
982,05-07-2018,68.75,91.0722,80.4771,62.17
981,06-07-2018,68.88,91.1432,80.6328,62.25
980,09-07-2018,68.66,91.4653,80.7822,62.16
979,10-07-2018,68.79,91.1051,80.78,61.93
978,11-07-2018,68.83,91.3453,80.7947,61.98
977,12-07-2018,68.63,90.672,80.165,61.15
976,13-07-2018,68.41,90.071,79.7617,60.77
975,16-07-2018,68.59,90.8481,80.2526,61.02
974,17-07-2018,68.3,90.516,80.1006,60.78
973,18-07-2018,68.57,89.7258,79.7363,60.65
972,19-07-2018,68.83,89.93,80.1153,61.01
971,20-07-2018,68.85,89.6671,80.3114,61.27
970,23-07-2018,68.7,90.2766,80.5619,61.93
969,24-07-2018,69.05,90.3015,80.5434,61.98
968,25-07-2018,68.8,90.5812,80.4497,61.88
967,26-07-2018,68.7,90.6633,80.6045,62.09
966,27-07-2018,68.7,89.9891,79.9821,61.84
965,30-07-2018,68.75,90.1454,80.1597,61.89
964,31-07-2018,68.61,90.0862,80.3687,61.69
963,01-08-2018,68.61,89.9344,80.1151,61.21
962,02-08-2018,68.36,89.5221,79.5748,61.23
961,03-08-2018,68.79,89.5171,79.6746,61.58
960,06-08-2018,68.68,89.2585,79.3805,61.71
959,07-08-2018,68.8,89.135,79.5599,61.81
958,08-08-2018,68.65,88.8167,79.7169,61.74
957,09-08-2018,68.62,88.3475,79.6327,61.8
956,10-08-2018,68.95,88.1901,78.9985,62.15
955,13-08-2018,69.47,88.6274,79.1876,62.97
954,14-08-2018,69.77,89.2311,79.6997,62.9
953,16-08-2018,70.23,89.367,79.9718,63.35
952,20-08-2018,69.76,88.8741,79.672,63.09
951,21-08-2018,69.67,89.3997,80.2478,63.3
950,23-08-2018,70.07,90.2576,81.0486,63.21
949,24-08-2018,70.14,89.9694,81.1699,62.98
948,27-08-2018,70.04,89.9541,81.3032,63.07
947,28-08-2018,70.17,90.3263,81.9266,63.08
946,29-08-2018,70.5,90.6257,82.3376,63.42
945,30-08-2018,70.73,92.1518,82.7184,63.34
944,31-08-2018,70.93,92.353,82.8391,63.91
943,03-09-2018,70.77,91.3582,82.1445,63.8
942,04-09-2018,71.19,91.4603,82.4919,63.92
941,05-09-2018,71.75,92.2255,83.131,64.36
940,06-09-2018,71.92,92.8007,83.6005,64.56
939,07-09-2018,71.9,93.0364,83.6744,64.98
938,10-09-2018,72.57,93.7396,83.8081,65.42
937,11-09-2018,72.32,94.4182,84.0771,64.89
936,12-09-2018,72.75,94.6211,84.3244,65.22
935,14-09-2018,71.81,94.1553,83.9771,64.19
934,17-09-2018,72.55,94.9405,84.3985,64.78
933,18-09-2018,72.38,95.2897,84.7657,64.59
932,19-09-2018,72.68,95.5925,84.905,64.69
931,21-09-2018,71.85,95.15,84.683,63.67
930,24-09-2018,72.69,94.9953,85.2535,64.61
929,25-09-2018,72.81,95.5016,85.6237,64.47
928,26-09-2018,72.72,95.7699,85.5365,64.42
927,27-09-2018,72.65,95.4347,85.0418,64.47
926,28-09-2018,72.55,94.908,84.4428,63.9
925,01-10-2018,72.8,94.8825,84.3799,63.89
924,03-10-2018,73.03,94.988,84.5784,64.18
923,04-10-2018,73.75,95.3904,84.6257,64.49
922,05-10-2018,73.58,95.8877,84.6975,64.59
921,08-10-2018,73.92,96.8575,85.0613,64.96
920,09-10-2018,74.1,96.9895,85.108,65.51
919,10-10-2018,74.13,97.6284,85.2637,65.6
918,11-10-2018,74.39,98.2961,85.9012,66.29
917,12-10-2018,73.8,97.6537,85.5545,65.67
916,15-10-2018,73.97,97.0832,85.4895,66.08
915,16-10-2018,73.9,97.3327,85.575,65.95
914,17-10-2018,73.48,96.8684,84.98,65.47
913,19-10-2018,73.44,95.6525,84.1741,65.27
912,22-10-2018,73.3,95.9305,84.573,65.02
911,23-10-2018,73.78,95.5568,84.4743,65.62
910,24-10-2018,73.26,95.0529,83.9934,65.13
909,25-10-2018,73.27,94.619,83.6478,65.33
908,26-10-2018,73.37,94.0503,83.4077,65.41
907,29-10-2018,73.42,94.2644,83.6942,65.62
906,30-10-2018,73.57,94.184,83.7114,65.28
905,31-10-2018,73.99,94.1016,83.925,65.36
904,01-11-2018,73.83,94.8182,83.7261,65.4
903,02-11-2018,72.88,94.753,83.2292,64.47
902,05-11-2018,73.07,94.9845,83.2566,64.5
901,06-11-2018,73.01,95.302,83.2632,64.37
900,09-11-2018,72.73,94.8737,82.5195,63.84
899,12-11-2018,72.91,93.9947,82.4315,63.91
898,13-11-2018,72.59,93.4908,81.611,63.69
897,14-11-2018,72.1,93.6961,81.4361,63.31
896,15-11-2018,72.16,93.9518,81.8256,63.55
895,16-11-2018,71.8,91.9247,81.4626,63.37
894,19-11-2018,71.9,92.1983,81.9419,63.74
893,20-11-2018,71.33,91.7197,81.6867,63.4
892,22-11-2018,71.18,91.0423,81.1883,62.97
891,26-11-2018,70.71,90.6478,80.266,62.47
890,27-11-2018,70.91,90.8369,80.4207,62.49
889,28-11-2018,70.69,90.1368,79.8752,62.08
888,29-11-2018,69.92,89.7389,79.5801,61.71
887,30-11-2018,69.66,89.0848,79.3588,61.43
886,03-12-2018,70.03,89.5005,79.5887,61.69
885,04-12-2018,70.35,89.645,80.079,62.21
884,05-12-2018,70.52,89.4458,79.8366,62.37
883,06-12-2018,71.04,90.2953,80.5457,62.99
882,07-12-2018,70.57,90.1212,80.2245,62.53
881,10-12-2018,71.33,90.9108,81.5738,63.43
880,11-12-2018,71.93,90.4266,81.7325,63.57
879,12-12-2018,72.04,90.0393,81.5928,63.5
878,13-12-2018,71.54,90.3095,81.3407,63.06
877,14-12-2018,71.74,90.5809,81.4628,63.2
876,17-12-2018,71.67,90.1981,81.0717,63.17
875,18-12-2018,71.19,89.8829,80.7554,63.21
874,19-12-2018,70.11,88.7431,79.8153,62.38
873,20-12-2018,70.28,88.8454,80.0548,62.79
872,21-12-2018,70.04,88.7016,80.2127,62.87
871,24-12-2018,70.18,88.871,79.8824,63.16
870,26-12-2018,69.99,88.9581,79.8196,63.36
869,27-12-2018,70.33,88.9829,80.0223,63.25
868,28-12-2018,69.98,88.6564,80.1805,63.28
867,31-12-2018,69.79,88.5488,79.7805,63.21
866,01-01-2019,69.71,88.9748,79.933,63.57
865,02-01-2019,69.61,88.8261,79.9635,63.75
864,03-01-2019,70.36,88.2756,79.9208,65.8
863,04-01-2019,69.87,88.2599,79.5659,64.6
862,07-01-2019,69.48,88.5943,79.389,64.21
861,08-01-2019,70.02,89.4238,80.1576,64.37
860,09-01-2019,70.44,89.7231,80.7099,64.71
859,10-01-2019,70.51,90.1656,81.492,65.4
858,11-01-2019,70.47,89.9155,81.2083,65.03
857,14-01-2019,70.82,90.964,81.2469,65.5
856,15-01-2019,71.03,91.6242,81.5048,65.37
855,16-01-2019,71.18,91.4619,81.1762,65.62
854,17-01-2019,71.34,91.8616,81.2583,65.51
853,18-01-2019,71.14,92.2946,81.0656,65.04
852,21-01-2019,71.38,91.8913,81.2308,65.15
851,22-01-2019,71.38,91.8963,81.0438,65.23
850,23-01-2019,71.2,92.2067,80.9394,64.94
849,24-01-2019,71.28,93.1456,81.1113,64.97
848,25-01-2019,71.11,93.2396,80.4986,64.74
847,28-01-2019,71.13,93.8224,81.1482,65.05
846,29-01-2019,71.09,93.5453,81.318,65.05
845,30-01-2019,71.24,93.2867,81.538,65.2
844,31-01-2019,71.03,93.2383,81.6836,65.3
843,01-02-2019,71.11,93.1681,81.3425,65.31
842,04-02-2019,71.66,93.7067,81.9997,65.29
841,05-02-2019,71.75,93.5624,82.0147,65.29
840,06-02-2019,71.57,92.6886,81.5461,65.21
839,07-02-2019,71.47,92.4478,81.2024,65.0
838,08-02-2019,71.29,92.2936,80.8304,64.98
837,11-02-2019,71.16,92.0216,80.5882,64.71
836,12-02-2019,70.94,91.262,80.0259,64.15
835,13-02-2019,70.55,91.1327,79.9596,63.78
834,14-02-2019,70.94,91.2791,79.9966,63.88
833,15-02-2019,71.25,91.2261,80.4168,64.55
832,18-02-2019,71.47,92.2689,80.8117,64.64
831,20-02-2019,71.18,92.9272,80.7075,64.21
830,21-02-2019,71.15,92.7213,80.6203,64.24
829,22-02-2019,71.22,92.8271,80.7528,64.29
828,25-02-2019,71.04,92.8808,80.6028,64.22
827,26-02-2019,71.1,93.3594,80.7471,64.16
826,27-02-2019,71.17,94.2152,80.9668,64.38
825,28-02-2019,71.2,94.7021,80.979,64.24
824,01-03-2019,70.97,94.0868,80.7161,63.49
823,05-03-2019,70.76,93.1179,80.1594,63.23
822,06-03-2019,70.58,92.7197,79.766,63.13
821,07-03-2019,70.03,92.2575,79.17,62.66
820,08-03-2019,70.1,91.7954,78.5463,63.13
819,11-03-2019,69.93,90.7916,78.571,62.93
818,12-03-2019,69.6,91.8714,78.3366,62.54
817,13-03-2019,69.62,91.1535,78.5709,62.55
816,14-03-2019,69.67,92.288,78.8416,62.43
815,15-03-2019,69.21,91.6437,78.3368,61.99
814,18-03-2019,68.61,91.1184,77.7827,61.5
813,19-03-2019,68.58,91.0069,77.8185,61.66
812,20-03-2019,68.86,91.2846,78.1446,61.72
811,22-03-2019,68.66,90.2778,78.1368,61.97
810,25-03-2019,68.99,90.8731,77.9735,62.76
809,26-03-2019,68.85,90.7737,77.8663,62.55
808,27-03-2019,68.9,90.8753,77.6041,62.33
807,28-03-2019,69.0,91.028,77.6868,62.69
806,29-03-2019,69.17,90.4756,77.7024,62.52
805,02-04-2019,69.12,90.2119,77.4478,62.09
804,03-04-2019,68.49,90.0204,76.88,61.45
803,04-04-2019,68.84,90.7675,77.3878,61.82
802,05-04-2019,69.2,90.6354,77.7317,61.96
801,08-04-2019,69.51,90.7804,78.0403,62.38
800,09-04-2019,69.54,90.9538,78.3124,62.45
799,10-04-2019,69.15,90.3799,77.912,62.21
798,11-04-2019,68.97,90.2762,77.7942,62.07
797,12-04-2019,69.32,90.5589,78.2335,61.99
796,15-04-2019,69.23,90.6193,78.3002,61.84
795,16-04-2019,69.58,91.086,78.6489,62.16
794,18-04-2019,69.42,90.5519,78.4341,62.04
793,22-04-2019,69.74,90.6362,78.4076,62.32
792,23-04-2019,69.75,90.5428,78.4291,62.34
791,24-04-2019,69.9,90.346,78.3322,62.53
790,25-04-2019,69.94,90.259,78.0527,62.49
789,26-04-2019,70.14,90.5322,78.1283,62.8
788,30-04-2019,69.84,90.3348,78.0771,62.68
787,02-05-2019,69.54,90.787,77.8841,62.34
786,03-05-2019,69.27,90.2404,77.339,62.13
785,06-05-2019,69.36,90.998,77.636,62.62
784,07-05-2019,69.31,90.9706,77.701,62.59
783,08-05-2019,69.6,90.9002,78.0124,63.23
782,09-05-2019,69.87,90.9879,78.2481,63.59
781,10-05-2019,69.92,90.9269,78.4884,63.72
780,13-05-2019,70.26,91.437,78.9227,64.04
779,14-05-2019,70.42,91.2137,79.1511,64.25
778,15-05-2019,70.21,90.6319,78.688,64.01
777,16-05-2019,70.25,90.1937,78.721,64.18
776,17-05-2019,70.17,89.7276,78.4336,64.03
775,20-05-2019,69.55,88.5426,77.5658,63.14
774,21-05-2019,69.73,88.622,77.7242,63.28
773,22-05-2019,69.77,88.5915,77.8123,63.17
772,23-05-2019,69.67,87.922,77.6526,63.19
771,24-05-2019,69.61,88.3021,77.9744,63.55
770,27-05-2019,69.43,88.4795,77.822,63.38
769,28-05-2019,69.61,88.2792,77.8574,63.59
768,29-05-2019,69.88,88.4706,78.0095,63.97
767,30-05-2019,69.79,88.1666,77.7095,63.59
766,31-05-2019,69.81,88.0093,77.7288,64.08
765,03-06-2019,69.43,87.7143,77.5622,64.13
764,04-06-2019,69.29,87.8324,78.0009,64.21
763,06-06-2019,69.32,87.8744,77.8192,64.12
762,07-06-2019,69.3,88.0217,78.0691,63.92
761,10-06-2019,69.46,88.2658,78.5544,63.94
760,11-06-2019,69.42,88.0398,78.5799,63.9
759,12-06-2019,69.4,88.3282,78.7,64.07
758,13-06-2019,69.36,88.0207,78.374,64.03
757,14-06-2019,69.56,88.1986,78.4308,64.23
756,17-06-2019,69.84,87.8898,78.2729,64.31
755,18-06-2019,69.8,87.4602,78.4233,64.47
754,19-06-2019,69.67,87.4878,77.9925,64.34
753,20-06-2019,69.56,88.3794,78.4711,64.69
752,21-06-2019,69.63,88.365,78.5851,64.9
751,24-06-2019,69.48,88.6827,79.1137,64.68
750,25-06-2019,69.34,88.4161,79.0525,64.81
749,26-06-2019,69.32,87.8357,78.7549,64.55
748,27-06-2019,69.22,87.7356,78.5887,64.01
747,28-06-2019,68.92,87.3476,78.3579,63.97
746,01-07-2019,68.97,87.4697,78.1285,63.64
745,02-07-2019,68.99,87.2262,77.9177,63.66
744,03-07-2019,68.88,86.6076,77.7256,64.0
743,04-07-2019,68.85,86.5721,77.6881,63.86
742,05-07-2019,68.75,86.5039,77.5178,63.7
741,08-07-2019,68.7,86.0596,77.1078,63.42
740,09-07-2019,68.73,85.8792,77.0478,63.18
739,10-07-2019,68.53,85.3009,76.7908,62.93
738,11-07-2019,68.37,85.6541,77.0436,63.32
737,12-07-2019,68.59,86.0112,77.2931,63.3
736,15-07-2019,68.58,86.1991,77.3074,63.49
735,16-07-2019,68.57,85.7657,77.1838,63.45
734,17-07-2019,68.81,85.3908,77.1434,63.6
733,18-07-2019,68.88,85.7164,77.4389,63.99
732,19-07-2019,68.82,86.2248,77.5161,63.93
731,22-07-2019,69.02,86.2956,77.4215,63.94
730,23-07-2019,68.99,85.9312,77.2055,63.8
729,24-07-2019,69.01,85.8855,76.9616,63.83
728,25-07-2019,68.99,86.0738,76.8181,63.81
727,26-07-2019,69.06,85.8494,76.9437,63.58
726,29-07-2019,68.9,85.2193,76.6552,63.42
725,30-07-2019,68.75,83.5445,76.5751,63.31
724,31-07-2019,68.86,83.7364,76.842,63.43
723,01-08-2019,69.06,83.7457,76.3059,63.24
722,02-08-2019,69.4,84.0892,76.9366,64.82
721,05-08-2019,70.36,85.2556,78.2686,66.42
720,06-08-2019,70.72,85.9944,79.2494,66.41
719,07-08-2019,70.96,86.2263,79.5002,66.8
718,08-08-2019,70.85,86.1528,79.3913,66.76
717,09-08-2019,70.52,85.6085,78.9069,66.58
716,13-08-2019,71.24,85.8939,79.7557,67.66
715,14-08-2019,71.1,85.7442,79.4554,66.82
714,16-08-2019,71.29,86.3269,79.1468,67.17
713,19-08-2019,71.34,86.8026,79.1386,67.05
712,20-08-2019,71.65,86.7809,79.3682,67.27
711,21-08-2019,71.55,86.8913,79.3942,67.2
710,22-08-2019,71.7,86.9121,79.4272,67.44
709,23-08-2019,71.73,87.6189,79.3943,67.26
708,26-08-2019,72.18,88.5955,80.4731,68.61
707,27-08-2019,71.82,87.7485,79.7395,67.97
706,28-08-2019,71.7,88.0211,79.4959,67.77
705,29-08-2019,72.0,87.9358,79.7949,67.98
704,30-08-2019,71.76,87.4292,79.2397,67.49
703,03-09-2019,72.19,86.7193,78.9998,67.92
702,04-09-2019,72.07,87.2806,79.105,67.89
701,05-09-2019,71.86,87.8861,79.2091,67.47
700,06-09-2019,71.73,88.5057,79.2097,67.04
699,09-09-2019,71.59,87.8292,78.936,66.98
698,11-09-2019,71.66,88.563,79.1569,66.47
697,12-09-2019,71.32,87.9098,78.5068,66.02
696,13-09-2019,70.94,87.6547,78.5646,65.64
695,16-09-2019,71.54,89.1393,79.1934,66.34
694,17-09-2019,71.82,89.1219,78.9613,66.36
693,18-09-2019,71.31,89.0626,78.9052,65.9
692,19-09-2019,71.14,88.6828,78.5665,65.89
691,20-09-2019,70.94,89.2142,78.4407,65.76
690,23-09-2019,70.92,88.4799,78.1835,65.83
689,24-09-2019,70.85,88.1152,77.8611,65.88
688,25-09-2019,71.04,88.5498,78.1425,66.18
687,26-09-2019,70.9,87.6766,77.6619,65.87
686,27-09-2019,70.84,87.3259,77.3203,65.71
685,30-09-2019,70.69,86.9256,77.3284,65.55
684,01-10-2019,70.91,87.0554,77.1752,65.49
683,03-10-2019,71.12,87.4195,77.8927,66.39
682,04-10-2019,70.87,87.5229,77.7844,66.36
681,07-10-2019,70.98,87.4182,77.9282,66.41
680,09-10-2019,71.11,86.7904,77.9284,66.35
679,10-10-2019,71.05,86.8592,78.0544,66.1
678,11-10-2019,71.03,88.4298,78.2421,65.78
677,14-10-2019,71.02,89.2891,78.2925,65.61
676,15-10-2019,71.32,90.4134,78.7419,65.82
675,16-10-2019,71.51,91.3506,79.0184,65.77
674,17-10-2019,71.41,91.1061,79.0571,65.66
673,18-10-2019,71.2,91.518,79.1854,65.58
672,22-10-2019,70.87,91.9602,79.0641,65.26
671,23-10-2019,70.94,91.3275,78.9225,65.44
670,24-10-2019,70.93,91.6346,78.981,65.3
669,25-10-2019,70.96,91.1889,78.8121,65.3
668,29-10-2019,70.73,90.9115,78.4418,64.9
667,30-10-2019,70.99,91.3594,78.8929,65.23
666,31-10-2019,70.81,91.5,79.0338,65.15
665,01-11-2019,70.88,91.8465,79.1198,65.65
664,04-11-2019,70.68,91.4174,78.9312,65.3
663,05-11-2019,70.73,91.1113,78.7046,65.01
662,06-11-2019,70.89,91.3207,78.5116,65.0
661,07-11-2019,71.01,91.2409,78.5523,65.3
660,08-11-2019,71.25,91.2662,78.7311,65.21
659,11-11-2019,71.45,91.4191,78.7533,65.57
658,13-11-2019,71.7,92.1735,78.9744,65.74
657,14-11-2019,72.05,92.4273,79.2359,66.28
656,15-11-2019,71.71,92.366,79.0445,66.04
655,18-11-2019,71.71,92.7011,79.3166,65.89
654,19-11-2019,71.81,93.0932,79.5625,66.12
653,20-11-2019,71.68,92.526,79.3645,66.05
652,21-11-2019,71.8,92.813,79.5152,66.12
651,22-11-2019,71.85,92.8291,79.5218,66.14
650,25-11-2019,71.65,92.0599,78.9982,65.81
649,26-11-2019,71.59,92.3231,78.854,65.7
648,27-11-2019,71.36,91.6711,78.5632,65.37
647,28-11-2019,71.51,92.5867,78.731,65.33
646,29-11-2019,71.73,92.6631,78.975,65.51
645,02-12-2019,71.72,92.6496,79.0249,65.41
644,03-12-2019,71.6,92.6622,79.2938,65.59
643,04-12-2019,71.78,93.2719,79.504,66.11
642,05-12-2019,71.55,93.8137,79.2924,65.76
641,06-12-2019,71.32,93.8772,79.1927,65.61
640,09-12-2019,71.16,93.7455,78.7189,65.54
639,10-12-2019,70.9,93.2739,78.4575,65.27
638,11-12-2019,70.87,93.1011,78.5816,65.17
637,12-12-2019,70.75,93.4651,78.8101,65.15
636,13-12-2019,70.72,95.2767,78.9748,64.53
635,16-12-2019,70.94,94.9645,79.0084,64.85
634,17-12-2019,70.97,94.2242,79.1008,64.78
633,18-12-2019,71.06,93.1284,79.137,64.93
632,19-12-2019,71.08,92.9995,79.0974,64.86
631,20-12-2019,71.16,92.6164,79.1051,65.09
630,23-12-2019,71.17,92.6613,78.8814,65.04
629,24-12-2019,71.2,92.1522,78.9487,65.07
628,26-12-2019,71.27,92.5549,79.0264,65.05
627,27-12-2019,71.22,92.5532,79.1859,65.04
626,30-12-2019,71.34,93.5536,79.883,65.37
625,31-12-2019,71.27,93.4835,79.883,65.59
624,01-01-2020,71.37,94.6413,80.0305,65.69
623,02-01-2020,71.34,94.2535,79.9392,65.61
622,03-01-2020,71.69,93.9891,80.0507,66.32
621,06-01-2020,72.09,94.289,80.4531,66.74
620,07-01-2020,71.78,94.43,80.2805,66.22
619,08-01-2020,72.02,94.5776,80.3166,66.45
618,09-01-2020,71.42,93.6525,79.3742,65.36
617,10-01-2020,71.11,93.0583,79.002,64.9
616,13-01-2020,70.81,92.2598,78.8019,64.59
615,14-01-2020,70.92,92.139,78.9892,64.43
614,15-01-2020,70.88,92.3756,78.9097,64.47
613,16-01-2020,70.91,92.4484,79.0485,64.49
612,17-01-2020,71.04,92.9492,79.1374,64.45
611,20-01-2020,71.06,92.3305,78.8766,64.49
610,21-01-2020,71.18,92.6222,78.9907,64.74
609,22-01-2020,71.21,93.0135,78.9124,64.71
608,23-01-2020,71.24,93.4789,78.9556,65.05
607,24-01-2020,71.24,93.5097,78.6902,65.04
606,27-01-2020,71.39,93.2473,78.729,65.46
605,28-01-2020,71.33,93.0918,78.6211,65.41
604,29-01-2020,71.19,92.7174,78.4221,65.24
603,30-01-2020,71.48,93.0209,78.7102,65.62
602,31-01-2020,71.51,93.6614,78.8169,65.58
601,03-02-2020,71.58,94.1954,79.3301,65.96
600,04-02-2020,71.14,92.6021,78.6857,65.36
599,05-02-2020,71.27,92.7746,78.6544,65.12
598,06-02-2020,71.26,92.5195,78.3804,64.82
597,07-02-2020,71.25,92.2248,78.228,64.79
596,10-02-2020,71.3,92.0162,78.1118,64.93
595,11-02-2020,71.23,92.0,77.7067,64.8
594,12-02-2020,71.26,92.3157,77.7373,64.86
593,13-02-2020,71.47,92.5626,77.7049,65.09
592,14-02-2020,71.39,93.1289,77.3544,65.03
591,17-02-2020,71.43,93.1737,77.4162,65.02
590,18-02-2020,71.4,92.8193,77.3628,65.04
589,20-02-2020,71.59,92.3958,77.2522,64.21
588,24-02-2020,71.85,92.9485,77.734,64.4
587,25-02-2020,71.86,92.9751,78.0067,64.82
586,26-02-2020,71.73,93.1641,77.9796,64.97
585,27-02-2020,71.61,92.6273,78.1692,65.06
584,28-02-2020,72.19,93.0104,79.4421,66.3
583,02-03-2020,72.24,92.7404,79.7605,66.73
582,03-03-2020,72.87,93.1462,81.2387,67.62
581,04-03-2020,73.56,94.2175,81.9937,68.44
580,05-03-2020,73.28,94.3682,81.6141,68.27
579,06-03-2020,73.66,95.4377,82.693,69.56
578,09-03-2020,73.95,96.669,84.333,72.06
577,11-03-2020,73.81,95.4675,83.7957,70.64
576,12-03-2020,74.17,94.9947,83.758,71.56
575,13-03-2020,74.07,93.003,82.9577,70.21
574,16-03-2020,74.27,91.6827,82.7027,69.82
573,17-03-2020,74.03,90.5368,82.6585,69.5
572,18-03-2020,74.17,89.7594,81.721,69.39
571,19-03-2020,75.06,86.6248,82.0317,69.06
570,20-03-2020,75.01,87.4203,80.6458,68.19
569,23-03-2020,75.88,88.7595,81.5432,69.04
568,24-03-2020,76.15,88.5046,82.1119,68.98
567,26-03-2020,75.24,89.0185,82.0483,67.98
566,27-03-2020,74.84,91.5604,82.6411,68.89
565,30-03-2020,75.35,93.3671,83.4588,69.84
564,31-03-2020,75.39,93.076,83.0496,69.65
563,03-04-2020,75.83,93.8816,82.2168,70.27
562,07-04-2020,75.84,93.1685,82.1328,69.68
561,08-04-2020,76.09,93.5724,82.4699,69.88
560,09-04-2020,76.46,94.542,82.9153,70.18
559,13-04-2020,76.36,95.3681,83.5657,70.8
558,15-04-2020,76.27,95.9754,83.6012,71.23
557,16-04-2020,76.74,95.9853,83.6541,71.22
556,17-04-2020,76.54,95.4657,83.0542,71.04
555,20-04-2020,76.63,95.4894,83.1719,71.05
554,21-04-2020,76.65,95.1354,83.0878,71.31
553,22-04-2020,76.81,94.5117,83.3832,71.41
552,23-04-2020,76.06,93.9886,82.3129,70.55
551,24-04-2020,76.42,94.22,82.2113,71.0
550,27-04-2020,76.13,94.7348,82.6241,71.03
549,28-04-2020,76.37,94.7774,82.5927,71.23
548,29-04-2020,75.7,94.3567,82.1202,71.04
547,30-04-2020,75.12,93.5923,81.617,70.48
546,04-05-2020,75.79,94.2103,82.8351,70.99
545,05-05-2020,75.57,94.217,82.4626,70.84
544,06-05-2020,75.69,94.0967,81.9765,71.16
543,08-05-2020,75.44,93.4967,81.7983,70.93
542,11-05-2020,75.68,93.9867,82.0549,70.78
541,12-05-2020,75.79,93.4024,81.956,70.52
540,13-05-2020,75.39,92.6153,81.8222,70.37
539,14-05-2020,75.44,91.9853,81.5037,70.64
538,15-05-2020,75.56,92.2604,81.6548,70.48
537,18-05-2020,75.93,91.9542,82.191,70.84
536,19-05-2020,75.66,92.5853,82.6819,70.44
535,20-05-2020,75.67,92.6432,82.806,70.21
534,21-05-2020,75.78,92.3831,83.0376,70.34
533,22-05-2020,75.79,92.4927,82.8183,70.55
532,26-05-2020,75.64,92.602,82.6417,70.11
531,27-05-2020,75.65,93.2175,82.9173,70.34
530,28-05-2020,75.75,92.9418,83.4812,70.25
529,29-05-2020,75.64,93.3127,83.9146,70.56
528,01-06-2020,75.48,93.5308,84.0904,70.16
527,02-06-2020,75.59,94.6381,84.1133,70.16
526,03-06-2020,75.33,94.8651,84.444,69.3
525,04-06-2020,75.53,94.656,84.6353,69.22
524,05-06-2020,75.47,95.4717,85.8416,69.03
523,08-06-2020,75.63,96.0258,85.3523,69.05
522,09-06-2020,75.49,95.9729,85.1532,69.92
521,10-06-2020,75.47,96.2997,85.7034,70.26
520,11-06-2020,75.79,96.1046,86.0472,70.77
519,12-06-2020,75.97,95.5649,85.8692,70.89
518,15-06-2020,76.11,94.8418,85.5249,70.96
517,16-06-2020,75.84,96.0445,85.9602,70.54
516,17-06-2020,76.2,95.825,85.977,71.03
515,18-06-2020,76.15,95.5816,85.6916,71.21
514,19-06-2020,76.21,94.7934,85.4175,71.27
513,22-06-2020,76.06,94.2074,85.1935,71.13
